Symbol,BXD1,BXD2,BXD6,BXD8,BXD9,BXD11,BXD12,BXD13,BXD14,BXD16,BXD18,BXD19,BXD23,BXD27,BXD28,BXD29,BXD31,BXD33,BXD36,BXD40,BXD42
4930543E12Rik,6.83565091,7.124057265,7.047097816,7.237878462,7.029900174,6.987900591,7.00779415,7.124612921,6.998022635,6.953834795,7.19949411,6.925469996,6.940765162,7.151733709,7.038753349,7.111994566,6.941705625,7.0340324125,6.91023899,7.000595269,7.183457692
4930547E08Rik,6.962654835,7.066590434,7.12538265,7.400147407,7.060292993,7.043161295,7.06314777,7.037843425,7.115371744,7.029282545,7.220288971,6.993340567,7.081784473,7.290026421,7.015418504,7.196666452,7.110494702,7.117225749,7.137285847,6.93493152,7.254779901
4930547N16Rik,7.725912236999999,7.4306655085,7.4074580835,7.2435940604999995,7.5309530675000005,7.311783926,7.518243283,7.63614087,7.247719661,7.219504138,7.4069985115,7.367450876,7.290401955,7.190175412,7.424398128,7.567538128999999,7.4796584245,7.1209253845,7.374051039,7.3700620105,7.091629493499999
4930553C05Rik,7.032652492,6.754344193,6.624434557,6.809057754,6.837572058,6.924872423,6.96835898,6.594590161,6.737939472,6.945243275,6.817438554,6.967898197,6.89246208,6.972727315,7.135234619,6.852203035,7.111220805,6.8364984915,6.811147452,6.978759099,6.774522187
4930553M18Rik,7.257551232333333,7.656248755333333,7.230247992,7.056338956666667,7.376535289,7.410391421666667,7.163034981666667,7.035295358333333,7.002829551333334,7.306134179,7.094554573,7.095118081,7.179411972333334,7.197885284333334,7.137080006333332,6.865230820666667,6.984093414999999,7.067529544833333,7.365891180666666,7.720776665,6.9333969013333325
4930554N03Rik,6.956286179,7.217532248,7.244403439,7.197843358,7.230812096,7.080079713,7.129411871,6.98855217,7.235647515,7.189485997,7.272272426,7.190312878,7.006865873,7.289118612,7.090511035,7.122280992,7.027985784,7.056217187,7.170769995,7.138649891,7.372416534
4930555A03Rik,7.253439183,7.164464036,6.930889886,6.903640518,6.972126568,6.995954061,6.864131823,7.011493303,6.834332182,6.830651669,7.006203799,6.933370397,6.929502044,6.995569327,7.039485772,6.853950819,6.910550616,6.9973838614999995,7.07954436,6.826359046,6.711667224
4930555L03Rik,9.673252957,9.54554715,10.14142337,9.674199516,10.13629373,9.42066091,9.762207126,10.26663071,9.21078162,9.856712002,9.842904741,10.16163449,9.702808845,9.899848578,10.19970417,9.495081153,9.46505996,10.090936832,10.14747471,9.635100515,10.22682082
4930556P03Rik,7.87884148,7.943227549,8.419447367,7.650876417,7.952738017,7.701267426,7.933632569,7.926647589,7.812269536,8.158268087,7.91533279,8.317226969,7.860180324,7.919369157,7.908650012,7.658253456,7.830737134,8.092535476,7.879549379,7.896341518,7.80995915
4930558K11Rik,6.978865212,7.184169819,7.263255768,7.256556026,7.250843122,7.084371309,7.140841318,7.012727225,7.040924496,7.04053353,7.188950764,7.117748458,7.003787371,7.212743259,7.052549828,7.107444375,7.057949441,7.163457516499999,6.987155378,6.997255109,7.255153466
4930562C15Rik,6.918614004,6.947291602,7.195556363,7.046959891,7.043934597,6.972269107,6.948616802,7.042217711,6.781129859,7.061544349,6.92478088,7.113011949,6.920420322,6.923657073,6.895665473,6.911559484,6.837860431,7.157933002,7.002975187,7.163386797,7.095005386
4930563A19Rik,7.012424096,7.069540679,7.319679606,7.195212225,7.347487188,7.113151077,7.230039125,7.153641468,7.29859902,7.436071311,7.060590559,7.246503892,7.206013077,7.146819359,7.185306153,7.6336839,7.402925507,7.211731504,7.353517397,7.378701121,7.568889569
4930563B10Rik,7.982770808,7.786753005,8.042688173,7.797258843,8.111702319,8.162533868,8.114719752,7.746993923,7.402047602,7.915566181,7.682565869,7.466484349,8.041787848,7.721279915,7.560664819,7.776397224,7.579675463,8.029307131,7.649593287,7.994074761,7.663609078
4930563C04Rik,7.716494835000001,7.8030530005,7.666163542,7.587143362999999,7.695065947,7.2964328385,7.402397917,7.5900390025,7.6125691275000005,7.564778722,7.664503504,7.394996748,7.5509828765,7.4406225,7.6686402765,7.5010311275,7.419390581,7.46835644075,7.449999355,7.5478044545,7.018109122
4930563C06Rik,8.041018374,8.147854523,8.196108241,8.464947056,8.317226969,8.243758704,8.80552795,8.264505439,8.106229749,8.548684144,8.269591777,8.255210464,8.381262055,8.101421885,8.368350439,8.188565455,8.089887996,8.2981275955,8.165858571,8.326803395,8.59034165
4930563E22Rik,6.9013988115,7.4073193505,7.4350746305,6.876421187,6.9509360665,6.997149786,6.9187297784999995,7.2279728755,6.847247921,7.263351439,6.8774847040000004,7.33899005,6.922161225,6.9601933915,7.376525082,7.317887785,7.168260757500001,6.92449153175,6.9946410495,6.996311494,7.2038665875
4930564D15Rik,10.22986551,10.60423667,10.25886323,10.82992822,10.15023634,10.51300871,10.2068355,10.06611877,10.50828991,10.21973594,10.36098395,10.14919216,10.36835235,10.1553528,10.50089068,10.6439779,10.6116312,10.167318224999999,10.32877964,10.46872129,10.31984935
4930564I24Rik,7.637622766,7.639525253,7.463544055,7.446493861,7.799008195,7.484691738,7.76429327,7.642411223,7.490014494,7.470884983,7.30669942,7.551348666,7.836379833,7.418903978,7.795211355,7.598007642,7.432985009,7.2177223915,7.613184615,7.892369013,7.077482152
4930565B19Rik,7.430684,7.624598227,7.842458633,8.052655044,7.910472876,7.595267658,7.875594373,7.804040115,7.903895698,7.740539383,7.747243735,7.979254435,7.78455429,7.877584461,7.707509269,7.882478431,7.783652423,7.937292122500001,7.834666279,7.779824026,8.088735335
4930565N07Rik,8.407313156,8.907931094,7.84512568,9.502186897,8.858343125,8.009091413,10.43807622,8.017637182,7.397120471,7.68810547,8.535658494,9.619627828,7.648799598,8.35834216,7.1703009,9.601509161,7.61401051,7.970979205,8.372088971,9.058978722,8.909183164
4930565N16Rik,10.9637937,11.63672558,10.95492274,11.08005708,11.37767681,11.23574777,10.87023369,10.88698332,10.98132091,11.15781671,11.286185,11.40282117,11.17024881,11.08326339,11.31719825,10.92446959,11.0334075,11.044890635,11.05596257,11.12189461,11.23024949
4930566A11Rik,7.6026115883333345,7.402965887,7.553273709,7.422510154666667,7.486838300333333,7.216968455,7.544587272666667,7.527212967333334,7.280345308666667,7.581426730333334,7.504590941333333,7.535403908666667,7.411469591666666,7.503226526333333,7.5182986466666675,7.344832632666667,7.369517130333333,7.642844827333333,7.530847233333333,7.243473220666666,7.651911848
4930567H17Rik,6.888380603,6.965150797,6.982526792,6.980473815,6.885242915,6.958141056,6.817378937,7.140100535,6.844269831,6.853404485,6.9457839,6.996225915,6.983702181,6.969246757,6.887771482,7.007340865,6.927122452,7.1119586235,6.801013686,6.722329067,7.006460154
4930568E02Rik,7.080789803,7.868864994,7.253564301,7.482123058,7.937504247,8.037067221,7.128551634,7.79397649,7.898161572,7.955333299,7.182188792,7.882478431,8.314026461,7.736762394,7.199302669,7.823301815,7.26417737,7.2812297235,8.005322212,7.91451114,8.130449712
4930570C03Rik,10.50764854,10.45105248,10.64182387,10.13401952,10.03565463,10.19726697,9.870885338,10.19320724,10.68593394,10.33186226,9.898315979,10.20507989,10.16749242,9.722537859,10.32740372,9.59866995,10.31923354,10.19629715,10.11288974,10.13295419,9.662433571
4930570D08Rik,6.9372553,7.066726059,7.093626088,7.115695526,7.236715407,6.997525388,7.248231829,7.118903797,7.026955432,7.187130877,6.977658738,7.056546086,7.09429896,6.994697436,7.167163836,7.153289439,7.030787373,7.1181421799999995,6.976606968,7.159565558,7.287609207
4930570N18Rik,7.324401263,7.355132695,7.062534809,7.01850524,7.059946187,7.356249069,7.521777818,7.503890358,7.004860582,7.492502173,7.421477293,7.115298274,6.984204024,6.943244856,7.25028457,7.165826243,7.619189081,7.264189974,7.619754665,7.433605715,7.263124879
4930572I07Rik,6.9823852555000006,7.246065492,7.228492429499999,7.4981744485,7.355956996,7.6100320695,6.901380682499999,7.0322929135,7.384461455,7.4586316715,6.9740387805,7.673837278,7.155437926,7.0793835309999995,7.2537715955,7.1880490980000005,7.3517609045,7.10466200325,7.139531428,7.3092879360000005,7.507299275499999
4930573I19Rik,8.842584246,8.623868072,8.757197484,8.839501475,8.508085177,8.379718856,8.520738205,8.564735705,8.974810509,8.367995177,8.760201569,8.520099373,8.754048818,8.78642091,8.60209264,8.890080671,8.738522478,8.5908272695,8.509036436,8.487096725,8.348741137
4930577N17Rik,8.444521452,8.689493903,8.645079304,8.523423085,8.713280391,8.242341209,8.736868413,8.503141057,8.583570872,8.461271327,8.865934551,8.547343569,8.528528163,8.478041122,8.670170677,8.530452419,8.27312945,8.624637619000001,8.660695406,8.524151394,8.356492008
4930578F03Rik,7.0951136130000005,7.192963859000001,7.004012702,7.2077138885,7.075681888,6.9500252185,7.135109267000001,7.0193746995,7.03493091,7.1714058965,7.287124889,6.924227435000001,7.2516268705,7.044680683999999,7.185881973,7.0580024395,6.976243183499999,7.030775491249999,7.0265092199999994,7.189542188,6.785141616000001
4930579A11Rik,8.155906764000001,7.95807917425,7.7625176085,7.98453210475,8.01309501,8.14242166375,8.415983435000001,8.128982897,7.791526114,8.260837548,7.9394188195,8.12695021,8.0724781365,7.925909472,7.96084286625,8.15373650025,8.16456733325,8.254141055875,7.80028624475,7.99190016875,8.132970914000001
4930579G24Rik,8.162533868,8.107751257,7.975697106,8.321316721,7.884422407,8.021422297,8.278306299,8.026010423,8.03388159,7.844404102,8.278008832,7.577624926,8.136993168,8.197901491,8.375725605,8.437312673,8.498731391,7.999296564,7.794221028,8.069952641,7.562373709
4930579J09Rik,7.157273707,7.059594975,7.393254808,7.53363012,7.003787371,6.998185455,7.384315129,7.221652083,7.111763051,7.159659455,7.435909556,7.226634617,7.017194029,7.263686704,7.087661938,7.389562465,7.179847574,7.2429107745,7.096650741,7.101151059,7.555565337
4930581F22Rik,7.181192424,7.228377911,7.075369398,6.738145219,7.174627897,6.809866534,7.000937744,7.16407262,7.005894811,7.030323898,6.932725862,7.158949596,7.053463895,7.470884983,7.154264038,7.051679785,7.078900372,7.4258208230000005,6.977829583,6.769430089,7.333672615
4930584N22Rik,7.864491674999999,7.658766916000001,7.718342583000001,7.500709044666666,7.47921415,7.703117028333334,7.839926942666668,7.7493442366666665,7.599044689666666,7.532300844333334,7.674676788666667,7.601229015666667,7.781730411000001,7.745549463333333,7.82178076,7.7661211429999994,7.883999604333333,7.682523912000001,7.616170435666667,7.829689439,7.369201144666666
4930588K23Rik,7.179543372,7.14438695,7.441212261,7.107832668,7.200248507,7.18856005,7.217975725,7.371375593,7.284247155,7.31289994,7.347164829,7.214415657,7.493857221,7.201350585,7.10711952,7.058501414,7.277126035,7.3964767425,7.342841241,7.077482152,7.430839798
4930597A21Rik,6.843142976,6.985238902,7.348243198,6.536803285,6.412634998,6.404051202,6.830318552,7.004411219,6.79576713,6.446960079,6.900238472,6.433994412,6.472033008,6.773159334,6.874232046,6.795737191,6.739190619,6.355529131,6.869260629,6.344427036,6.824484127
4931400A14Rik,7.551935514333333,7.356475036666666,7.109220635333334,7.4727278026666655,7.303448360333333,7.407184778333334,7.546416311333334,7.494714488333334,7.486207022333333,7.499435930333334,7.455334867666667,7.349862425666667,7.457056851,7.513979365333333,7.450568528999999,7.522900622333334,7.549185112666667,7.579584426,7.269425003666666,7.355079362333334,7.474963357333333
4931403I22Rik,7.425168153333334,7.540286977666667,7.387461250333334,7.368238632000001,7.40958297,7.556987875666667,7.509048540666666,7.3927096316666665,7.64500433,7.570136236333333,7.515347679666667,7.485951048,7.282788430666667,7.477070617,7.212435392333333,7.595134401666667,7.381871314666667,7.479144311000001,7.433365200666667,7.4881845516666665,7.521684343333334
4931406C07Rik,7.699121957,7.938427701,7.593917242,6.773295265,7.740134117,8.009705301,7.178945812,7.272970203,6.968311933,7.547364161,7.044119064,7.924841311,7.605294835,7.329340265,7.221131104,6.686507604,7.196224941,7.179940584000001,6.946863496,7.399056764,6.938707587
4931406P16Rik,8.684717354,8.120501879,8.283369671,8.3601605,8.393386826,8.290725902,8.366118067,8.681772666,7.976929106,8.425193082,8.550020701,8.529483901,8.612367153,8.306727642,8.372088971,8.660695406,8.314645138,8.5250248635,8.152503769,8.303033668,8.431807728
4931408L03Rik,7.134991478,7.214997009,6.964710541,6.887737529,7.36985177,7.299367262,7.007851018,7.036881735,7.058501414,7.211510929,6.916344303,7.268059618,7.062054008,6.931472615,6.848304482,6.724566522,6.793417068,7.1416777025,7.073917749,7.18856005,6.963114301
4931417G12Rik,6.937078181,7.041547469,7.137632165,7.159234408,7.020613436,6.953002938,7.132077254,6.951850582,7.157013216,6.976171457,7.317194445,7.038036231,7.094158604,7.16657062,6.998614588,7.145149419,6.962095874,7.041179846,6.97299357,6.940765162,7.297937437
4931419K03Rik,8.659730001,8.77775342,9.060950611,8.135573452,8.449973875,8.704587065,8.408247515,8.712110246,8.573227754,8.813674904,8.702350917,9.274473989,8.828613432,8.596728644,8.702350917,8.460305934,8.772544452,8.820669110499999,8.643630029,8.611091719,9.182965098
4931420D14Rik,6.925889712,6.894444349,7.012172623,7.124208098,6.751295351,6.838396679,6.878478798,6.773423771,6.748207334,6.79965629,6.922814868,6.90149829,6.78758756,7.059044136,6.80465257,6.931845913,6.908740708,6.9639845225000006,6.928931513,6.76198657,6.897138638
4931426K16Rik,7.0576797935,7.2605565555,7.273418655,7.1483457265,7.044167461500001,7.1161694825,7.0480379055,7.202984404,7.3115242285,6.9698297715,6.9944544345,6.8608459454999995,7.2048321035,7.117453805,7.08701122,7.2231002895,7.1439547315,7.2349708405,6.9132258225,7.0068249885,7.150631634
4931428L18Rik,7.46820124,7.29924866,7.913248675,7.087051211,7.431793168,7.658253456,8.518952916,7.435746217,7.100846384,7.866304016,7.680962565,7.476475668,7.525738896,7.168926746,7.292478913,7.101294883,7.53363012,7.9018435645,7.157116041,6.884192657,8.546965368
4931431C02Rik,7.205099059,7.213883086,7.708820009,7.38400643,7.399218608,7.255580994,7.511689304,7.374908079,7.234669202,7.406402675,7.519557932,7.0715612,7.473272379,7.478234269,7.2770246,7.790859028,7.421635203,7.56804573,7.410463304,7.326752874,7.056609531
4931431L11Rik,9.286410902,9.696286901,9.773474274,8.940655647,9.155351935,9.578154587,9.073942205,9.139946097,9.319031798,9.274921862,9.732748743,9.591116241,9.474063466,9.394609501,9.389223525,9.447079236,9.477725794,9.787494778500001,9.26003541,9.068057376,9.754069395
4931433E08Rik,8.4903166025,8.6790831585,8.3409168965,8.720576538,8.407997467,8.617119260499999,8.591997417,8.476999195,8.593926475,8.422182129,8.60530022,8.1087027365,8.6704266685,8.7660967765,8.710212614,8.750288223,8.7408386415,8.543024474749998,8.396979801499999,8.7360833235,8.182120487
4931440L10Rik,6.962245747,6.993238159,6.9453359,6.915300037,6.952894223,6.950667226,7.103283878,6.914534844,7.025118029,6.865746446,6.965290782,7.068414167,6.92627542,7.101663717,7.175431338,6.928296809,6.99995616,6.9854944555,7.201664675,7.096119283,7.133014446
4931440N07Rik,6.907057586,7.968594011,8.052110349,6.699582674,6.752166612,7.458297567,6.831394797,6.689210565,6.957496114,7.724210648,6.925970287,7.837058076,7.035754789,7.87137853,7.063832439,7.50816909,7.516430627,6.9124151595,6.72624436,6.813737525,7.841979549
4931440P22Rik,7.189455165,7.016617392000001,7.2070687630000005,7.2015061525,7.309602678499999,7.1435694089999995,7.2608464325,7.089661073,7.099753951,7.1562998285,7.148344071,7.2120064500000005,7.04683369,7.0877461045,7.2149556855,7.365473082,7.080135842000001,7.13454160325,7.196781054500001,7.0644739105,7.527754339
4932408C11Rik,7.027800244,7.033014469,7.123165546,7.109799436,7.202572207,7.092111556,6.942496297,7.085323181,7.011200641,7.27810265,7.093551103,7.18651077,7.241469086,7.025538232,7.029228492,6.914754637,6.887895717,7.0397482835,7.101074119,7.164274468,6.887534231
4932408F19Rik,10.10676585,9.993853973,9.328072866,9.146540911,10.26663071,9.755587245,10.0120463,9.279239025,9.390511841,10.08026837,9.270232621,10.76459047,9.481696724,10.36216469,9.867155878,9.574558331,8.615207454,10.50580102,10.12628361,9.088479235,9.742838512
4932409F11Rik,6.707149311999999,6.885759323333333,6.8449967376666665,7.335963836,6.9621525680000005,7.563558333666666,6.6348582946666665,6.836148312,7.237952198666666,6.868033607666667,6.795300751,6.917828237333333,6.806657944333334,6.630897344333333,6.848368411,7.347850517666667,7.4185587753333335,6.743470106833334,7.258618202333333,7.616281043000001,7.375171015666666
4932409G17Rik,6.609388992,6.645123833,6.715527372,6.915013062,6.717422002,6.985183833,6.686736986,6.679254465,6.797611937,6.724049891,6.540605881,6.794247242,6.645657825,6.612550016,6.706676083,6.633436903,6.896465763,6.603229704,6.968406363,7.184547651,6.94745227
4932410M19Rik,6.61608638,6.884268775,6.856336169,7.140594825,6.730797537,7.20178171,6.641053092,6.586386698,7.38721318,6.679282984,6.572077067,6.948127237,6.764445459,6.693447454,6.873662957,7.264307084,7.12381851,6.681677311,7.05062996,6.931279606,7.243849661
4932411G06Rik,6.969643227000001,7.079207391000001,6.874852757,6.9986273755,7.1914714775,6.9096809175,6.840483508,6.9614633175,6.9855613615,6.898444532,6.97838985,6.791423694500001,6.8764256785,7.088743872,6.884042452,6.8953618940000005,6.951047353,6.816473729249999,6.9098754955,6.985437201,6.7809454559999995
4932411N02Rik,6.727897741,6.970060364,6.640378955,7.279524807,6.628519657,6.835338953,6.809322319,6.836652215,7.009463885,6.720254945,6.704322118,6.759312654,6.798344539,6.634459272,6.695908394,7.267012754,6.889782635,6.5860025715,6.766283311,6.863173192,6.820641873
4932414K18Rik,11.43114222,11.71820737,11.41079807,11.11391393,10.96924531,11.58335075,11.1606044,11.14584267,11.11587894,11.27560666,11.2786382,11.75909924,11.34595729,11.23490698,11.7227361,11.10483057,11.56926298,11.287596225,11.286185,11.02627352,11.42119847
4932415G12Rik,7.729283372,7.477650985,7.4830095605,7.387500986499999,7.578913999499999,7.336210718,7.517322076999999,7.433851677,7.313963178,7.5876540425,7.5811093485,7.432739652,7.397086957,7.4422286165000004,7.6088755274999995,7.3181455175000005,7.593114539,7.57990729075,7.4014327904999995,7.318368389,7.293568983
4932416N17Rik,7.29645648,8.087058505,8.447918133,6.929452525,7.317321968,7.545908689,7.058825069,7.098968054,7.671657705,7.074724171,8.093479774,8.135884867,8.047881096,7.204557519,8.209117767,7.584863346,7.103283878,8.070996781,8.019869639,6.669149454,7.736762394
4932417H02Rik,7.737843535333333,7.852414284333332,7.678031696000001,7.585024865,7.564773682999999,7.5963385243333335,7.662767245,7.631375863333333,7.591927820666666,7.573353179000001,7.688926335666667,7.369167908333334,7.685479281,7.533662910666667,7.670637403666667,7.456878977,7.514049590333333,7.559702639666666,7.594453377333333,7.482209002333334,7.396211564000001
4932420G07Rik,6.98704591,6.950113771,7.167067302,6.799629376,7.072095934,6.98994042,6.886483519,6.96835898,6.780507391,6.884037059,6.913048505,7.08353312,7.068816999,7.027985784,6.977364697,6.954828765,6.886721464,6.982431202000001,6.887297883,6.992461334,6.878095197
4932430I15Rik,7.038753349,7.168926746,7.113473646,7.029900174,7.100327313,7.172706882,7.022839349,7.039485772,6.974195823,6.989452665,7.09036234,7.434622257,7.141210472,7.164368448,7.090150615,7.0111444,7.02227976,7.0191848235,7.111376369,7.081229883,7.05573646
4932433N03Rik,6.987530149,7.525531086,6.836239392,6.874664529,7.353084767,7.392937996,6.767810714,6.809756961,6.982067141,7.08525811,6.901690457,7.343938359,6.961154467,6.962298985,6.839578756,6.76219016,6.77409878,6.853658957,6.849917323,7.00349513,6.766432656
4932439E07Rik,7.357353123,7.454294254,7.803025963,7.966421957,7.714935504,7.473452581,7.725521733,7.652087146,7.712841498,7.640288298,7.766601156,7.738140294,7.802555723,7.68810547,7.615581707,7.832896724,7.584863346,7.6715330945,7.672275806,7.806841429,7.959257788
4932439K10Rik,9.781214763,9.380030345,9.579926238,9.417978786,9.508315532,9.589578312,10.0221684,9.900368649,9.71733118,9.727324,9.867155878,9.404851104,10.03307251,9.952467558,10.2209093,9.868838076,10.30070203,9.8450914865,9.633232107,9.994997038,9.155351935
4932441K18,6.9962936099999995,6.866758542666666,7.162780611333333,7.173916743666666,7.274990849333332,7.091010385333334,7.177234564666667,7.125884334666666,6.955454478333333,7.133341931,7.139751812,7.2638556166666675,7.141101894666666,7.184056060333333,7.075729374000001,7.1505608333333335,7.064871896,7.117125781166667,7.108561730333332,7.180767605333333,7.123812391666667
4932441P04Rik,7.974618875,8.312821382,8.662447123,8.530452419,8.17743555,8.178846982,6.736692326,7.715761174,9.080636758,7.100846384,7.253778671,7.355393723,7.060154974,6.701091137,7.250386742,8.883912819,8.746431647,8.459928059500001,8.164422366,7.923505169,8.238352997
4932442K08Rik,7.258319345,7.42377478,7.300931258,6.590778146,7.168291871,7.119066816,6.937078181,6.991419142,7.317051285,6.988114127,6.716925405,7.252740679,7.111994566,6.903436336,7.015703142,6.665268756,7.067065064,7.1237589625,6.76319994,6.903065044,7.006331706
4932442K20Rik,8.292921088,8.319369799,8.358050641,8.350018641,8.265827227,8.605682916,8.686929106,8.558731038,8.325568871,8.514177885,8.534941017,8.602871567,8.503463472,8.54551465,8.356195051,8.452611444,8.555303235,8.5682527785,8.369263129,8.424877192,9.023605157
4932443D16Rik,8.880116321,9.437809448,9.305834434,9.144264663,9.390106218,9.637122643,9.390974319,9.224463014,9.159835381,9.2805245,9.393769359,9.182965098,9.309580025,9.315818972,9.360990506,9.356254525,9.273991734,9.2013639865,9.326822783,9.491441486,9.302679344
4932702F08Rik,8.60994756,8.742371069,8.80352451,9.114205006,9.100130782,8.840318861,8.940655647,9.028782037,9.132485962,9.093648738,8.978465875,9.145732462,8.891372854,9.134700818,8.690532706,8.923134006,8.627377378,8.901887237499999,8.965702179,8.815467273,9.278830288
4932702M20Rik,7.225289002,7.416490596,7.27562341,7.121326657,7.177763027,7.145401393,7.307471807,7.233751865,7.194133764,7.375038149,7.053401797,6.986989653,7.074281542,7.050419974,7.324401263,7.418251664,7.145327365,7.242013994500001,7.395542956,7.365209476,7.194133764
4933401B08Rik,7.183457692,7.464032697,7.294016282,6.880538233,7.306547154,7.220377371,7.262045975,6.949735616,6.910415007,7.225870994,7.168484644,7.031873805,7.071903668,7.235647515,7.203776823,7.194721771,7.205514246,7.071267808,6.824879587,7.064816816,7.196321014
4933401L05Rik,6.757845504,7.046565325,6.843107314,7.263946525,7.00112266,6.998130814,6.815848859,6.822257571,7.167339508,6.803749211,6.801260126,7.005440553,6.968929438,7.063369543,6.967232991,6.846636374,6.956426188,6.9916167435,6.8545991,6.908811552,7.010877165
4933402D24Rik,7.039485772,7.099115343,7.308742381,7.086987836,7.170769995,7.080282769,7.290998518,7.213596778,7.175843722,7.341274552,7.093454984,7.117436643,7.139842634,7.110926672,6.969294117,6.920207568,6.846636374,7.1140625884999995,7.356943068,7.258825388,6.868135828
4933402L21Rik,7.331014466,7.3192570605,7.426711217499999,7.303021224,7.441175899999999,7.034716117,7.1326583845,7.231025632,7.3554710675,7.1086003170000005,7.598406491,7.309417043,7.140551486,7.062552219500001,7.191573744,7.261925891,7.164496141,7.093167964999999,7.3079933935,7.045849695999999,7.018334935
4933403F05Rik,7.404401937499999,7.441197346499999,7.422811792000001,7.5102854185,7.35879969,7.2259387485,7.293997882,7.260988375,7.5209499404999995,7.204769055,7.4116100645,7.24614285,7.380173860999999,7.439248148999999,7.4372555925,7.4660981295,7.4361928955,7.36674744075,7.2756393715000005,7.3394129365,7.188299932
4933403G14Rik,7.435572099,7.321427831,7.174979822,7.133014446,6.854762359,7.018566864,6.781209881,6.876080008,7.086855328,6.950312082,6.973761022,7.342841241,7.145243793,7.17326485,6.908570806,6.879331373,6.988277296,6.9314301255,6.856300935,7.020057175,6.835465526
4933403G17Rik,7.075743897,7.030728927,7.087661938,7.050239046,7.117824252,7.015078816,7.511181665,7.109667551,7.037781634,7.09695155,7.588623344,7.244066286,7.002326541,7.227188891,7.094371592,7.178852418,7.093120484,7.1399737635000005,7.041485527,7.198940245,7.448002132
4933403L16Rik,6.870074676,6.881462651,6.924092861,6.596786247,6.674300034,6.742233012,6.747280018,6.712196107,6.681060877,6.802243881,6.789496119,7.130272383,6.850747665,6.751203611,6.644091021,6.702200609,6.775974515,6.823317649,6.618442987,6.617096857,7.145765114
4933403O12Rik,6.917408567,7.156930911,7.071348055,7.386556319,7.01206263,6.97026378,7.037781634,6.909554571,7.289391058,7.107333601,7.120646428,6.982571723,7.154523434,7.058897735,7.101815023,7.145845285,7.020441438,6.9966270625,6.814281315,6.934800721,7.200449025
4933404K08Rik,7.715574433,7.797258843,8.252291104,8.265537988,8.271238647,7.886376187,8.200311637,7.995201433,8.135573452,8.152503769,8.170654296,8.357349622,8.287318427,8.123132598,8.062618839,8.177999467,8.062088557,8.147283404500001,8.16417933,8.215351412,8.50113149
4933404O12Rik,7.1000482225,7.1719723725,7.1548058815,7.040667727,7.1997999725,6.961774632,7.0215674969999995,7.0581629755,6.937907983,7.0459376885000005,6.862281706,6.896794391,6.974269345,6.910649223,7.1840484945,6.8418170645,6.9920883525,7.0594255045,6.918559842500001,7.130339151,6.8101978355
4933405A16Rik,9.009959312,8.861091061,9.031802432,8.962553172,9.155720314,8.844826042,9.108729589,9.083427151,8.762367664,9.150195179,9.032638665,9.539199563,8.771702651,8.996206082,9.006985301,8.926441568,8.749725311,9.1715900915,9.336406999,8.5437436,9.603352053
4933405K21Rik,7.031754098,6.869331667,7.274981778,7.209469388,7.331248865,7.099555435,7.258588267,6.853231726,7.25807413,7.147175088,7.10737128,7.202984319,7.189393884,7.239816713,7.208634612,7.51221975,7.014006727,7.2179827165,7.342294352,7.308375519,7.367618707
4933406B17Rik,6.803500699,7.188950764,7.145845285,7.306019106,7.0770332,7.050174723,7.081715696,6.954225178,7.15790494,7.032522516,7.067338911,7.166975023,7.020988544,7.122728713,7.069131594,7.052858753,6.969294117,7.106746365,7.088606948,7.148321639,7.175222237
4933406C08Rik,7.248586969,7.178155555,7.197742731,7.741574008,7.458937353,7.441058744,7.330877722,7.40511722,7.331248865,7.241253906,7.340426003,7.013120653,7.425362865,7.386135293,7.181098553,7.503125201,7.418708865,7.59236647,7.390800991,7.252050193,7.84392835
4933407C03Rik,8.861991698,9.44006516,10.56824131,10.79755567,10.88698332,10.59685826,9.485679697,9.771447089,10.54131948,9.651081134,9.925219551,10.18737409,9.59047434,9.089832751,9.739814844,10.54004459,10.39809379,9.840088226999999,11.38776122,10.6463813,11.4038266
4933407H13Rik,9.028782037,8.915874292,8.809237255,9.435058625,8.775236996,9.421913574,9.202536368,9.124027963,9.129583898,9.461112727,9.211740207,9.983399214,9.459736982,9.598152818,9.350438845,9.884469093,9.441853244,9.6744271315,9.473582831,9.516384334,10.554739
4933407L23Rik,7.84512568,8.131604564,8.023096556,8.202818416,8.637287962,8.149653228,8.474329605,8.058213936,7.93894234,8.580828474,7.969673849,8.704912873,7.786963591,7.872868999,7.956667606,8.145146498,7.949967084,7.9752856055,8.161309173,7.686534538,9.066523572
4933407M15Rik,6.594966552,6.787721974,6.5264162,6.793957924,6.774604621,7.076373047,6.746675449,6.645023426,6.739822882,6.72529442,6.85259696,6.941188154,6.84707478,6.848713102,6.562815647,6.585545017,6.646716251,6.514799742999999,6.612296946,6.842107935,7.130475621
4933407N01Rik,8.135279516333334,7.8866110916666665,7.6732641306666665,7.872971423666667,7.891803169333333,7.8662480630000005,7.888188109000001,7.736953680333333,7.546104577333334,7.851769208666667,7.694316458333334,7.6296432560000005,7.764291589,7.523030958666666,7.6791105066666665,7.496738945333334,7.697230203,7.834396584666667,7.766620898666666,7.672702741333334,7.399531140333333
